Place:Contestant:Episode:3:4:5:6:7:8:9:10:11:12:13:14:15:16:17:18/19
1:Shaun:IN:IN:IN:IN:IN:IN:IMM:WIN:WIN:IMM:WIN:PT:IN:WIN:WIN:IMM:IN:IMM:IN:LOW:PT:WIN:IMM:WIN:WINNER
2:Brandi:IN:IMM:WIN:IN:LOW:IN:IMM:WIN:HIGH:IMM:WIN:WIN:IN:IN:HIGH:WIN:IN:IMM:WIN:IMM:WIN:IN:WIN:WIN:RUNNERS-UP
David:IN:IN:WIN:IN:IMM:IN:IMM:PT:IN:IN:WIN:WIN:IN:LOW:HIGH:WIN:IN:IMM:HIGH:WIN:WIN:IN:LOW:PT
4:Tanorria:IN:IMM:WIN:WIN:IMM:IN:IMM:PT:IN:IN:LOW:WIN:HIGH:IN:IN:LOW:LOW:IN:HIGH:IN:WIN:HIGH:HIGH:ELIM:
5:Dan:IN:IN:LOW:IN:IN:IN:IMM:WIN:IN:IN:PT:WIN:HIGH:IN:IN:IN:LOW:IN:IN:IN:LOW:HIGH:ELIM:
6:Katie:IN:IMM:IN:IN:IN:IN:IMM:LOW:IN:WIN:WIN:WIN:IN:LOW:IN:IN:LOW:LOW:IN:WIN:ELIM:
7:Nathan:LOW:WIN:IN:IN:IN:LOW:IN:WIN:IN:IN:WIN:NPT:IN:IN:IN:IN:IN:IMM:IN:ELIM:
8:Eric:IN:IN:WIN:IN:LOW:LOW:IN:NPT:HIGH:WIN:LOW:PT:IN:IN:IN:IMM:LOW:ELIM:
9:Terry:IN:WIN:WIN:IN:WIN:IN:IMM:PT:IN:IN:PT:PT:WIN:IMM:IN:ELIM:
10:Diamond:IN:IMM:WIN:IN:IMM:IN:IMM:WIN:IN:IN:WIN:PT:IN:ELIM:
11:Andrea:WIN:IMM:LOW:HIGH:IN:LOW:IN:WIN:IN:IN:WIN:DSQ:
12:Alejandro:IN:IN:IN:HIGH:IN:WIN:IMM:WIN:IN:LOW:ELIM:
13:D'Andre:IN:LOW:LOW:IN:IN:IN:IMM:WIN:IN:ELIM:
Diana:IN:IMM:WIN:IN:IMM:LOW:LOW:LOW:IN:ELIM:
15:Manny:IN:IN:WIN:IN:IN:IN:IMM:ELIM:
16:Lisa-Ann:IN:IMM:WIN:IN:IN:LOW:ELIM:
17:Brittany:IN:IMM:LOW:IN:ELIM:
18:Barbara:IN:IMM:ELIM:
19:Bill:LOW:ELIM:
20:Cassie:ELIM:
